,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
0,-0.13080826,-0.014088629,-0.15489705,0.15982212,0.12892976,0.010041027,0.016312374,-0.053435832,-0.047934774,-0.07550584,-0.025346642,-0.0002600773,0.08457379,-0.10292776,-0.040396415,-0.083786584,-0.026521476,0.07332711,0.066123016,0.1325633,-0.009081018,0.039589126,0.010823654,-0.06798848,0.0746526,-0.015466028,-0.024896307,-0.036413666,-0.0753995,-0.008404451,-0.0077595557,0.08712413,-0.029412894,-0.022035409,0.042105496,0.007507458,-0.043525707,-0.08372601,-0.005773428,-0.06888075,-0.051795326,0.0052878545,0.04997744,0.009063113,0.013627217,-0.004335697,0.006833514,0.021243935,-0.05977635,-0.028034918,0.006780105,0.03112728,-0.0005935586,-0.025030915,0.055142738,-0.03493609,-0.0065701497,0.018425224,0.014517625,0.018818121,0.06315049,0.016685305,0.087818585,0.013772788,0.026224153,-0.0053073373,-0.032461815,0.026094591,-0.07217382,0.0026947942,0.04276953,-0.060902733,0.024174118,-0.02158831,-0.011562917,0.017838689,-0.037162486,0.042616405,0.04518938,-0.057683185,-0.006723017,-0.009768255,-0.041558817,-0.06251199,-0.029087937,0.015879525,0.03985268,0.017686153,0.0012762379,0.008552464,-0.0068750107,0.03152692,-0.055342738,0.005263925,0.0044432813,0.008845004,0.02424377,0.023866277,-0.034345463,0.046445653
1,-0.10930545,-0.07741899,0.058324736,-0.022914167,0.015467206,0.20525923,0.010278715,-0.037797965,-0.1487825,0.051939912,-0.05142332,0.10220619,0.1181666,-0.07710598,0.10080821,0.018180411,0.0076334896,0.0005685219,0.08412991,-0.10451864,-0.025730474,0.008799551,0.02201944,-0.04271652,-0.018053753,0.032686237,0.08123442,0.039233238,-0.029861392,-0.036848743,0.033142436,-0.02854399,0.09411276,-0.0041782544,-0.052370586,0.02872217,-0.07241743,-0.039707616,-0.02691576,-0.013781023,0.024183787,-0.015372728,-0.07569183,0.020904252,-0.029565394,-0.0031402758,-0.053244375,0.011010306,-0.004030129,-0.0137787545,0.012770582,-0.045673907,-0.045724537,-0.01708559,0.03212975,-0.005099778,-0.010108476,0.078714706,0.01639267,-0.004446675,-0.0104408795,0.026025886,0.040827833,0.009457377,-0.07901352,0.0138043715,0.07339121,-0.0825239,0.0039607594,-0.09288649,-0.0089924885,0.07019823,0.0016127836,-0.002044428,0.052752405,-0.0551163,0.032208703,-0.037997905,-0.008171664,0.0046290844,0.01955271,-0.018585142,0.013999652,0.08743158,-0.0014730868,-0.05316381,-0.024527473,-0.01499026,-0.019260198,0.02352789,-0.0061509185,0.014739157,0.049006745,0.023730054,0.066607535,0.02096333,-0.06342893,0.0032407616,-0.06808051,-0.018227762
2,0.30171677,0.20335597,0.00050776755,0.15159129,0.054060373,-0.01695441,-0.053251605,-0.055916745,-0.11960373,-0.082545534,0.10972644,-0.10104392,0.08192891,0.011557884,0.08815506,0.0048810286,0.009310987,0.061499607,-0.018526476,0.032062527,0.086771235,-0.047385413,0.017719073,0.062002655,0.04587396,-0.01838194,-0.01906736,0.07965137,-0.019285787,-0.02393002,0.00015400621,-0.094750926,-0.022698257,0.04039218,0.059917644,-0.08861334,0.005214015,0.015998207,-0.073446095,-0.044587284,0.042142697,0.058781017,0.0008087355,-0.056912012,-0.00821095,0.031478986,-0.0356063,0.06847602,-0.014291959,-0.014104123,-0.0072828326,0.007533307,0.027799785,0.03728968,-0.016268939,-0.041135512,-0.019766094,-0.059377395,-0.03020473,0.017920528,-0.02575121,0.035124984,-0.031509165,0.05837098,-0.025684873,0.061103474,-0.0044436483,0.024214135,-0.019211488,0.045805,0.032296166,-0.031402484,0.041185666,0.012940623,0.04482723,0.034168527,0.0109512415,-0.020824874,-0.019038064,-0.009293931,-0.03518339,0.029006451,0.033770837,0.0035766752,-0.027013708,-0.022900136,-0.006742828,0.007894877,0.06758482,0.0044470998,0.055809412,-0.020199923,-0.011675794,0.0032929215,0.009527656,-0.021400137,-0.022912566,-0.02679579,-0.025258506,0.01093453
3,-0.10005066,0.022625338,-0.08867393,-0.059780773,0.049651507,-0.041057512,-0.039828602,-0.054572433,0.027800398,-0.064723715,0.0377778,-0.045344617,0.008955726,-0.07726049,-0.108051986,-0.014879007,-0.016224923,0.15236068,0.03120863,0.10203467,0.06206199,0.07557308,0.00083261274,0.09634819,0.026174614,-0.05247332,0.0029831356,0.117704794,-0.0029602905,-0.044153806,0.0073390314,-0.019785818,0.056724694,-0.031210622,-0.01521871,-0.04852536,0.030150352,-0.038646843,0.089128286,0.028067967,-0.01494684,0.0038539781,0.007391044,-0.049349613,0.033959664,0.0013572843,0.0055346605,0.003081398,0.04437961,-0.09576084,-0.050579082,0.019269856,-0.022239277,-0.013481982,-0.037927154,-0.012596331,0.029469255,-0.021526985,0.030137016,0.0029193175,0.02816063,0.014173581,0.061732467,0.02578828,5.173599e-05,0.006216873,0.008873251,0.02879887,-0.048451442,0.03056233,0.059548933,-0.037455935,0.03503712,-0.043417357,0.068835996,0.0117834825,-0.0050151055,0.012142069,0.049408972,-0.07820792,0.027475925,0.011002925,-0.021252777,0.02728682,0.007467641,-0.021204103,0.046092603,-0.03394188,-0.015810845,0.019575236,-0.018551357,-0.0007358696,-0.011825007,-0.03692866,-0.063327454,-0.004913047,-0.019958695,0.028881494,0.03156002,-0.030899405
4,-0.22902147,-0.099647045,0.21722236,-0.0041712867,0.19419676,0.31006202,-0.013624252,0.120382294,0.02070119,0.031750605,0.00981988,0.0056451173,0.005467877,-0.06390376,0.03058051,0.04030808,0.032010645,0.072599664,-0.09311859,-0.051262237,-0.11458021,0.059886437,-0.0054142326,0.02754363,0.188741,-0.018444763,-0.0007868479,-0.052153468,-0.016654184,-0.020874863,-0.008123884,-0.062197708,0.06816091,0.08102325,-0.065416574,-0.028375415,-0.0010511002,-0.019156495,-0.023005435,0.012800583,0.13498417,-0.006022334,0.023095174,0.07696146,0.04803388,0.009498372,-0.022159377,-0.042904984,0.04881638,0.010591501,0.00848674,0.012257907,-0.00021359017,-0.049814463,0.07611869,0.060731597,-0.05617399,-0.026045762,-0.0030109112,0.028412323,-0.00867491,-0.032796793,0.0044648224,-0.03334928,-0.022787506,0.032392804,-0.009152933,-0.013352388,0.0069697057,0.06525667,0.014882799,-0.0067900373,-0.02550918,-0.008361047,0.0038023684,0.016205745,0.024163675,-0.06476668,0.03065927,-0.04102036,0.016599288,-0.03189369,0.048812367,-0.004954257,-0.013974167,-0.0036171656,-0.029140584,-0.0046712994,0.019481031,0.007789734,0.038756974,0.051054344,0.006883437,0.02929731,-0.049626075,0.06334046,-0.037119027,0.045637827,-0.0046975478,0.011371773
5,0.0017822165,-0.04715654,0.17873152,-0.12584288,0.16393407,-0.15368587,-0.0010488617,-0.14971578,0.008827182,0.041427627,-0.0843475,-0.13667917,0.063642055,0.036541037,-0.050565824,-0.18371302,-0.017577277,0.015040008,-0.084336035,-0.0056382758,-0.023923598,0.061261274,0.023958066,0.026984967,0.09264862,-0.022236284,0.014769522,0.039039917,0.011287276,-0.014939232,0.03334256,-0.013178235,-0.027103903,-0.013585404,0.012161362,-0.033887748,0.021588597,0.0063750832,-0.009273907,-0.047010474,0.050605502,0.029367795,-0.008050761,0.0033888852,0.02866353,0.05281988,-0.0070831645,-0.1140693,-0.022826387,-0.008230219,-0.0009521162,0.001054233,0.014604262,-0.008716122,-0.010990604,0.037663385,-0.042034056,0.04733039,-0.00092237745,0.011946163,0.0597357,-0.0242335,-0.022744043,-0.0089496765,0.0096905455,-0.015395449,-0.017503068,-0.00019649917,-0.0005997457,-0.027681861,-0.0691941,0.009152164,0.019358639,-0.07127106,-0.041052174,-0.031177394,0.016476134,-0.01576051,0.039795727,-0.023752162,0.012988686,0.023713589,0.0033225503,0.030318825,-0.008775479,-0.0087806275,0.011615492,0.0003223007,-0.039950248,0.045116913,0.033159573,-0.0552055,-0.03423761,-0.009263021,-0.023748104,0.013592628,-0.036663968,-0.05627367,0.06893846,-0.029673545
6,-0.026721401,-0.15884696,0.07824533,-0.19156832,0.15843368,0.118977055,0.015918529,0.047733553,-0.15937567,0.07977508,-0.191322,-0.11018974,0.003287634,-0.06892372,0.045326203,-0.07453822,0.038774062,0.027349211,-0.051360074,-0.030230092,0.07263253,0.07923402,-0.03155405,0.015688753,0.031828817,-0.04728957,0.07174355,0.016304199,0.08852789,0.007895859,-0.03985927,-0.07187766,0.02835573,0.09100956,-0.07280324,0.03478597,-0.019281505,-0.03154916,0.009497412,-0.050126474,0.05262534,0.0141171105,-0.022651637,0.05003714,-0.017309627,0.06974735,-0.007507244,-0.09503529,-0.036158387,0.0060880193,0.010966423,-0.025399772,-0.03326465,0.014672484,0.019425275,-0.0179355,-0.026762113,0.022951605,-0.028394481,0.06658994,0.013013054,0.015842222,0.031881236,-0.06590244,-0.030581418,-0.012556284,-0.020384084,0.02722099,0.011013526,-0.04349716,-0.03654494,0.040967893,0.0008184951,-0.055264026,0.14594558,-0.0041926936,-0.0022725405,-0.045762874,-0.048304673,-0.023055596,-0.0124221295,-0.04062296,0.04580918,0.053118784,-0.06609431,0.04156172,-0.04869352,0.023383768,-0.03182331,0.0845331,0.07583985,0.03933595,-0.016090509,-0.022369878,0.028805004,0.082784116,-0.011231555,0.012941743,0.025892345,-0.0129077
7,0.082711145,0.2863116,-0.07576247,0.016793275,0.024228252,0.031091608,0.035778522,-0.009819063,0.20390895,0.11895,-0.2164276,-0.0035568785,0.008684273,0.035725556,-0.030307664,-0.030852308,-0.019459497,-0.053453293,-0.12231188,0.06119315,-0.021925634,0.0123030385,-0.057852123,-0.022318933,-0.12221667,-0.04205519,-0.010037393,-0.07138057,-0.011025945,-0.036457136,-0.048157986,-0.014690794,-0.045261145,-0.03521463,0.010378654,0.009146746,-0.06536551,0.036368363,0.08557435,-0.0027029335,0.012438541,-0.024371637,-0.02676971,-0.013903859,-0.028885813,-0.0529398,0.024275197,-0.015124433,0.042296465,0.03696988,-0.031376068,-0.012343225,0.015225711,-0.0028936956,0.03653633,-0.008534227,0.03604554,-0.01963159,-0.012563558,-0.033415027,0.005760047,0.04921996,0.0022243105,-0.023433901,0.019302988,-0.031600095,-0.0062145516,-0.009022401,-0.018463204,0.011101473,0.011735892,0.029062517,0.027997905,0.0010989626,-0.0054440363,0.02088558,-0.024366846,0.0034152563,-0.013212529,-0.025785297,0.004734253,0.005621247,-0.010268986,0.03879241,-0.036808264,0.014900442,-0.009651248,-0.04242682,0.018342119,-0.0031228967,0.015506976,-0.011157497,0.0017443901,0.03781468,-0.025382083,-0.02060942,-0.008800211,0.02042449,-0.0072066374,-0.004766873
8,0.020204488,0.108789146,0.037195407,-0.15336818,-0.08280239,-0.0011875688,0.24559107,-0.018917145,0.02758893,0.15784618,0.06057849,0.103613935,0.18258844,-0.0706829,0.07047262,-0.0661965,-0.11682952,0.13249688,0.0022767188,-0.06245478,0.042391147,-0.034688063,0.114394546,0.008465563,0.024642725,-0.04387285,0.1268201,-0.029028093,-0.01626426,-0.06802939,0.1533098,0.054486074,0.07886678,-0.025075613,-0.040469915,-0.048272494,0.00081832666,0.10254794,-0.009899429,0.044367842,-0.046317134,0.053953543,0.008293007,2.4940446e-05,0.022325104,-0.0028633724,-0.021158569,0.035069305,-0.030973634,-0.04700881,0.016934538,-0.042801797,-0.063019566,0.028405609,0.05718532,-0.02644968,0.03683364,-0.062203314,0.009812527,0.0077957185,-0.014208794,-0.009234767,0.02388232,0.022734387,-0.0015507615,0.019435763,0.021164637,0.015365707,0.017224781,-0.0031526762,0.045711324,-0.009971409,-0.0011921158,-0.118299015,-0.007727925,0.007131051,-0.005183285,0.013143307,-0.0134461345,-0.011843322,0.060641322,0.019994073,0.04598922,0.014677657,-0.0076354328,-0.047086217,0.0745646,-0.013391096,0.0013118254,-0.014797027,-0.013510682,-0.009347595,0.042102948,0.026330046,-0.030470675,0.051094558,0.024271296,0.050633073,-0.020307444,-0.0825317
9,0.3982158,-0.10544778,0.19592881,0.13199173,0.041899215,0.045476552,-0.07267326,-0.07652365,-0.078395285,0.014996517,-0.120299555,0.09932802,-0.0017435858,0.044490878,-0.03424803,0.06201957,0.004108132,-0.040280737,0.10957465,0.008259013,0.060582608,0.035702836,-0.09959674,-0.031355035,0.010021948,0.018854653,-0.045991905,0.06339984,0.0300816,-0.0020632718,-0.035042293,-0.020711718,-0.061714187,0.012127825,0.0118708415,0.06170456,0.035117198,0.049220417,-0.04767389,0.03153247,0.050588496,-0.016641103,0.017809547,-0.03248901,-0.0010510847,-0.048345637,-0.017791692,0.049563214,0.012557829,0.023887133,-0.0017383831,0.005097411,-0.031144844,-0.007136304,-0.027231457,0.01120217,-0.02128563,-0.02620131,0.0004018974,0.003942014,0.014196852,0.00042089514,0.0052155815,0.017156921,-0.010205798,-0.002869398,0.025954317,0.01417201,-0.035152934,0.021348633,-0.02946037,-0.037698656,0.033580936,-0.008460858,0.028411273,0.017625503,0.0050787665,0.015158535,-0.02551843,0.0014774608,0.048771758,0.02402352,-0.021771703,0.020103877,-0.028079165,-0.02666468,0.0012437165,0.0041700434,0.014027048,-0.008234771,0.014038777,0.02246666,-0.001696266,0.012323406,-0.010514477,-0.0016492222,0.003732728,0.03772754,0.018015843,-0.00019893728
