,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
10,-0.049459487,0.35936666,0.11319996,-0.19974025,-0.24960278,0.023053924,-0.09128025,0.21241073,0.035485037,-0.107570775,-0.16817728,0.11952902,0.08926056,0.024474902,-0.08199537,0.06994908,0.009575857,-0.04223589,-0.02080538,0.04090865,-0.04196296,0.049584366,-0.09162945,0.007725855,0.1126946,-0.012028166,0.017361015,-0.047844123,0.061416324,0.19982591,0.023229778,0.07261632,-0.057660155,-0.027298482,0.047760375,0.006612224,-0.0011219495,-0.053681046,0.07373912,-0.057388064,0.021759646,0.051665336,0.024033083,-0.03629174,-0.026129393,0.033189315,0.002799673,0.012213057,0.06402669,-0.013766949,0.011057843,-0.012351758,0.05518255,0.016924644,-0.011207079,-0.047630325,-0.0016679341,-0.06449817,-0.0036627518,0.0029568514,0.07570617,0.016753767,-0.06999218,-0.05475763,-0.04053085,0.03055041,-0.013942256,-0.062025484,-0.058911894,-0.08877696,0.06330139,-0.017775185,-0.08853076,0.016943611,0.0043061255,-0.06286052,-0.0056189126,-0.025272248,0.03779416,0.0051502483,-0.040650558,-0.000854875,-0.043966774,-0.0008031107,-0.0074181044,-0.042522985,0.044662643,0.00016479075,-0.021067211,-0.025546465,-0.015872732,0.0012537523,0.035332277,-0.0276617,0.046551317,0.011563722,0.030341974,0.05554191,-0.03705584,0.04156089
11,0.15073381,0.15020038,0.097934045,-0.07762241,0.076606795,-0.0024648528,-0.10858493,-0.046950366,-0.07902894,0.17905216,-0.13854866,-0.111772865,0.11794704,0.0011330461,0.016221007,-0.12075779,-0.058406133,0.009389062,-0.08462131,-0.053318683,0.03748089,-0.016736662,0.044639025,-0.009647429,0.05030821,-0.075955726,0.103009045,-0.08408703,-0.010900234,-0.122117326,-0.010647139,-0.025151793,0.015267451,-0.032364726,-0.039358623,-0.0012232718,-0.011894986,0.051273476,0.020538509,-0.020827876,-0.055248186,0.046043247,0.00396356,0.0156185,-0.00025064335,-0.04721806,-0.04639898,-0.03310935,0.040192056,0.008238131,-0.0330241,0.025470559,-0.019930542,0.0194894,0.005650519,0.01231891,-0.049009252,0.0020395601,-0.050997343,-0.00502984,0.0098906895,0.018201882,0.010812272,0.04488356,-0.050292227,-0.02732634,-0.011380357,-0.03094506,-0.01002128,-0.038042575,-0.04726019,-0.0058692354,-0.019741932,-0.013079675,-0.059872452,-0.0010796057,-0.030358227,-0.040940717,0.054117717,0.049715385,-0.03315394,-0.0014927797,-0.0055000666,0.031890947,-0.035621967,-0.006331573,0.010897763,0.013017999,0.015067367,0.033539966,0.0079917405,-0.061449356,-0.01904472,0.0042433487,0.006147145,0.019884415,-0.037621476,-0.071203284,0.02132679,0.0013264874
12,-0.13404892,0.10382975,0.09669247,-0.06713937,-0.089528486,-0.11762725,-0.08949461,-0.022185476,0.12171108,-0.036645483,-0.118955694,-0.14107315,-0.0063288407,-0.0101925805,0.054877363,0.29999995,0.001320035,0.03234852,0.050757397,-0.008006748,0.07187304,0.0072749285,0.072650254,-0.15353288,0.053462375,0.14492977,0.0021662016,-0.04251017,0.027538102,0.013689604,0.08513106,0.02858121,-0.0025114303,0.013494219,0.020504449,0.054171342,-0.0003710207,-0.064323045,-0.043561433,0.02241045,-0.08168471,-0.04600815,-0.104958124,-0.096105084,-0.025297869,-0.0654535,0.043111492,-0.020381603,0.020768205,0.028244887,0.06775348,-0.105580874,-0.043860365,0.013302209,0.071686335,0.050713673,0.005980379,0.0068450905,0.066434346,-0.020571958,0.035917837,-0.01666683,-0.034366727,0.050959736,0.046550833,0.07235972,-0.024468603,0.025718305,0.0052396525,0.059659764,-0.03964459,-0.007895662,-0.009112549,0.022527583,0.07618497,-0.087979555,-0.046666432,-0.059086885,0.05498186,0.074704185,-0.07858656,0.053649027,-0.06469029,-0.10307845,0.022902604,-0.12031943,-0.05681019,0.14427763,0.061810847,0.091232345,-0.07939852,0.11525198,-0.01029395,0.003365009,-0.00379527,-0.035460383,0.011482322,-0.013127425,-0.08244375,-0.03919123
13,0.050092027,-0.051573504,0.10651532,0.10783895,0.021176971,-0.14452104,0.05491887,-0.06427389,0.10650114,-0.10422928,0.034282666,-0.061392374,0.1819415,-0.12831204,0.070359886,0.08598088,0.053744458,0.0051231324,0.06522823,0.122775406,-0.008678012,0.09279372,-0.0044165826,-0.042177636,-0.1187766,0.046917256,-0.025061792,-0.16792835,-0.01880954,0.0014239037,-0.026819551,0.038789287,0.08123056,-0.048252568,-0.023715643,0.002265889,-0.07145646,-0.07063755,0.026868299,-0.01237594,0.052404717,-0.024224011,0.091225825,0.049889218,0.05076551,0.03873409,-0.013472102,0.13121232,0.039342728,-0.009179335,0.03472735,-0.061859824,-0.053191587,-0.0038091205,-0.014355254,-0.009251363,-0.008169512,0.07464087,-0.025793213,-0.034613866,-0.041148,0.009791032,-0.026878832,-0.0022042363,0.074798204,0.020556655,-0.032482892,0.0061261333,0.007849749,0.025966305,0.0018518846,-0.0036262628,-0.0142886005,0.039553754,1.1142217e-05,-0.06354317,-0.0651136,-0.00067986763,0.003617674,-0.037100505,-0.04564734,0.05621092,-0.01382995,0.012749215,-0.020214176,0.015770445,-0.1379848,0.017001878,-0.053230338,-0.03307011,0.06129624,0.029418932,-0.055679798,0.023478748,0.018750334,0.034232527,-0.0016401715,0.05515917,-0.027755609,-0.029267242
14,0.07819937,0.3261731,-0.031131417,0.11778717,0.1174185,-0.014722271,0.09836292,-0.10145252,-0.07030568,-0.007154229,0.083905436,-0.04228928,-0.1754507,-0.024083663,-0.013804507,-0.10762758,-0.041227598,0.0765881,0.037918516,0.053907935,-0.031904362,-0.027085299,-0.0022048943,-0.0033100145,0.038915873,-0.022337796,-0.00090101955,-0.022136826,-0.06737962,-0.0014701565,-0.011785524,-0.037097387,0.002141358,0.0497203,0.0032579312,-0.008111499,-0.01865152,-0.033664305,0.008904262,-0.040426105,-0.010143632,0.02787531,-0.029355701,0.026221192,0.047945954,-0.030803125,0.026146812,-8.617081e-06,-0.020084511,0.0045615076,0.015164986,-0.02288419,-0.02934838,0.04559341,-0.043188926,-0.050529364,0.026432747,-0.018769363,0.015786747,0.004145853,0.012321966,-0.048753507,0.015842877,0.035368413,-0.044221625,-0.033504337,0.010572939,-0.02045627,0.040288687,0.009277001,0.0015164852,-0.032616723,-0.023396498,-0.013118007,-0.015216015,-0.009304553,-0.031603165,0.0034942706,0.017777706,-0.0016368201,-0.03317732,-0.015361143,-0.017395195,-0.010127888,0.025854532,-0.015327951,0.014530404,-0.03547899,-0.0017509323,0.019645466,-0.015800623,0.03389641,0.013207867,-0.015902907,-0.0038616138,0.0082959365,0.015264364,-0.013742093,0.02867079,0.009671591
15,-0.23709697,-0.023248635,0.30624747,-0.028368695,0.033166442,0.2110674,0.019925218,0.08210471,0.10464767,-0.03691967,0.14235015,0.013535265,-0.11215765,-0.038086582,0.031655777,0.087747194,-0.022671917,0.1405326,-0.01084142,-0.029999323,0.009566346,0.027846148,0.034946777,-0.015281938,-0.057091944,0.13455802,0.030213784,-0.040090844,-0.015820367,0.02996263,-0.039137766,0.04416514,-0.010376065,-0.011672336,-0.022754123,-0.05656473,-0.05092917,0.06884025,-0.023882316,-0.03674288,-0.0037069852,0.0065517416,0.013094205,0.02711712,-0.029754914,-0.048820447,-0.005785444,0.016040716,-0.0059947697,0.011621442,-0.02102833,0.071032695,-0.013098072,-0.02915278,0.015734484,0.011206452,0.023758912,0.005793961,-0.03447602,-0.04547813,-0.035603933,0.0054484373,0.032723784,0.027916726,-0.040440626,0.015421603,0.055002067,0.010078412,-0.039080426,0.018469527,0.029407818,0.014132373,-0.0059662634,0.0075529865,-0.036004033,-0.031636205,-0.042514484,-0.033211395,0.021098273,0.005244153,0.04465454,-0.0071743815,-0.066116594,0.048192836,0.0655439,0.0063745854,-0.06521229,0.015887257,0.011512509,0.0152632855,0.024545696,0.0045701303,-0.014501333,-0.014466402,-0.004387206,0.0014068637,-0.009540632,-0.028212994,0.00049278245,-0.0148889
16,0.07824282,0.24646974,0.040996738,0.049370322,-0.19557486,-0.023774222,-0.060058884,0.177642,-0.10551691,0.02205867,0.11779507,-0.095119335,-0.010618664,-0.05871311,-0.025521766,0.060316604,0.078992985,0.08910797,-0.12009035,-0.068292506,0.08461305,0.003723517,-0.0007948558,0.065398626,-0.012621167,-0.10042195,-0.12078205,0.068145104,-0.055248234,0.035014614,0.0781112,0.06830289,0.005887824,-0.016703796,0.053378545,0.0568253,-0.014831128,-0.0430345,0.020314684,0.01565207,0.05085988,0.050282326,0.010809504,-0.09008397,0.007099767,-0.007263735,0.011375503,-0.04658216,-0.0075982367,-0.07885479,0.058296118,-0.048556507,-0.059578605,-0.012003672,0.01371294,-0.015467444,-0.021543488,0.01901847,-0.04019582,-0.043535266,-0.045966547,0.021448592,0.04917545,-0.026157765,0.014835666,0.04410915,-0.027196594,-0.021682046,-0.01480874,0.0012187132,-0.024844632,0.025666881,0.03211396,0.004709524,0.04443407,0.035544652,-0.033746187,0.03177654,-0.007045335,0.015455114,0.03669506,-0.015369599,0.029660508,-0.037131168,-0.037508383,0.0016741295,-0.03698925,0.0093264505,-0.028236443,0.035664633,0.04685982,-0.024382416,-0.00079287554,0.030160163,0.021380674,-0.020134501,-0.010147551,0.0134602105,0.01596577,-0.047544625
17,-0.16365771,0.0023468416,0.20437719,-0.1312609,0.10294183,0.09434253,0.24726406,-0.08372319,0.12420567,0.100936115,0.0907987,0.016708374,0.038926505,0.03362531,-0.052923486,-0.0028697161,-0.11469302,-0.035360053,0.05908007,-0.1190661,0.031486876,-0.09615488,0.00042308023,-0.009002077,-0.043644015,0.068144135,-0.07017765,0.043272115,-0.06037874,-0.004174771,0.041553233,0.04517772,-0.008457233,0.028332673,0.10854532,-0.012403495,-0.054327734,0.01677149,-0.002151572,0.02471493,0.066146985,0.011612114,-0.032014996,-0.0071956264,0.0021069674,0.005828133,0.009761382,0.006805498,0.004360492,-0.04248571,-0.03982821,0.0073914872,0.033747137,0.020277787,0.0037076303,0.017474838,-0.0033932247,-0.03151746,-0.049326777,0.055039052,0.00041925238,-0.01566495,-0.028910087,-0.021894347,0.015672756,-0.023369761,-0.040934794,0.0026126644,0.002031447,0.009908287,-0.031471524,-0.01821674,-0.0058783465,-0.018965967,0.020416593,-0.03361056,0.001196015,0.011833442,0.026698884,-0.002799481,0.0037134625,-0.022304641,-0.017147252,-0.023577059,0.025444435,0.0054624956,-0.009375163,0.0037025711,-0.02085415,-0.026398566,0.051954485,0.024115097,-0.026766123,-0.0010331288,0.027630884,0.024327371,-0.010741155,-0.05270672,0.01588522,0.04957633
18,0.097504064,0.16032748,-0.09486687,0.10761479,0.13850494,-0.093450606,0.06504753,-0.09863652,0.039913323,0.1459376,0.05543389,-0.10532258,-0.004139453,-0.019841658,0.09522086,0.08360224,-0.038946502,-0.0026114509,0.02041263,0.1437378,-0.032501444,-0.054221097,-0.019843804,-0.026893405,-0.024437744,-0.0543575,0.02331226,-0.07630956,0.03646479,0.032425717,0.011078683,0.05842358,-0.0037318307,-0.0073383623,0.019522864,0.014817018,0.004892097,-0.01895426,0.032647945,-0.016114222,-0.042651594,0.020108702,-0.004551301,0.07091692,-0.013761568,-0.0063406923,0.029784305,-0.029230176,0.019260274,-0.0039602085,-0.041826908,0.0249237,0.081017755,0.046733137,0.013917131,-0.018402876,0.013165672,-0.055346068,-0.02312295,-0.0396182,-0.018505676,0.03041254,-0.00772204,-0.022870727,-0.0074662226,0.020230772,-0.028790288,0.012699519,0.025988547,-0.020091936,0.021424307,0.0017762283,-0.03617669,-0.017605351,0.037834935,-0.0101860855,-0.032272093,0.044855,0.058719132,0.026847044,-0.0035373606,-0.0098544005,-0.01811528,0.0016933486,-0.016680459,0.043934055,0.008493154,-0.04611468,0.019720368,-0.013324262,-0.007928599,0.047697738,-0.010819011,0.0025487393,-0.013035563,-0.012070445,-0.043368194,0.0016104395,0.034054883,-0.015103046
19,-0.19803137,0.09704291,0.18059915,-0.15726474,-0.12485361,0.04700316,0.03880459,-0.043968465,0.037919275,-0.07028809,0.18229824,0.032193225,0.035115715,0.040182933,0.028271563,-0.0684346,0.08087061,0.16461599,0.06531212,0.044377312,-0.024272304,0.004597045,0.015033044,-0.008141587,-0.10528124,0.15411218,0.07059268,0.06474384,0.04980999,-0.03865089,0.040480834,0.012852679,-0.07199572,-0.025550736,-0.08977609,0.016280549,0.030373018,0.011277033,0.039164286,-0.03944112,0.032974448,-0.016214756,0.026820546,0.04082984,-0.05742565,-0.083043665,0.035343412,0.017106619,-0.038899258,0.032283127,0.014033822,0.059336938,0.0149525255,0.01772157,-0.008373034,-0.020250812,-0.008592398,-0.04490204,-0.03772757,-0.017517414,-0.085077755,0.015454872,0.026375068,0.046086017,-0.005201302,-0.008811247,0.087572664,0.015182028,-0.059034124,-0.06027109,0.0014379148,0.006125348,0.039950214,0.013904657,-0.016022408,0.00017475602,-0.031119552,0.053281933,-0.027923161,0.007860144,0.0144542875,-0.02135343,-0.04188844,0.03960467,0.045831595,0.049625162,-0.01642255,0.01612545,-0.02064005,0.05216596,0.0010174111,0.0072964686,-0.039476894,0.012645734,-0.05014817,0.022559242,-0.013629444,-0.046453055,-0.0031196277,0.019120822
